C14,C1,V317,V308,card6,V306,V126,C11,C6,V282,TransactionAmt,V53,P_emaildomain,card5,C13,V35,V280,V279,card2,V258,M6,V90,V82,TransactionDT,C2,V87,V294,C12,V313,id_06,isFraud,TransactionID
2.0,2.0,0.0,25.0,2,0.0,0.0,3.0,0.0,0.0,40.0,0.579823981542689,16,219.0,18.0,0.5436524207538244,1.0,0.0,567.0,1.0,0,0.40372267034599874,0.8435310974315432,4474135,8.0,1.0,0.0,0.0,0.0,0.0,0,3184777
2.0,2.0,0.0,0.0,2,0.0,0.0,2.0,2.0,1.0,54.21,1.0,16,226.0,3.0,1.0,0.0,0.0,555.0,1.0,1,1.0,1.0,7341308,2.0,1.0,0.0,0.0,0.0,0.0,0,3284371
2.0,3.0,0.0,0.0,2,0.0,0.0,2.0,5.0,0.0,35.95,1.0,53,117.0,7.0,1.0,0.0,0.0,519.0,1.0,0,1.0,1.0,10160189,3.0,1.0,0.0,0.0,0.0,0.0,0,3389274
3.0,4.0,0.0,0.0,2,0.0,0.0,1.0,3.0,1.0,59.0,1.0,9,226.0,5.0,1.0,0.0,0.0,111.0,1.0,1,0.0,1.0,14348272,1.0,2.0,0.0,0.0,0.0,0.0,0,3531210
1.0,1.0,0.0,47.95000076293945,2,0.0,0.0,1.0,2.0,1.0,57.95,1.0,16,226.0,5.0,1.0,1.0,0.0,555.0,1.0,1,1.0,1.0,10242922,4.0,1.0,0.0,0.0,10.949999809265137,0.0,0,3392136
1.0,1.0,0.0,82.94999694824219,1,0.0,0.0,1.0,1.0,0.0,32.97,0.0,53,102.0,2.0,0.0,1.0,0.0,170.0,1.0,1,1.0,1.0,6039201,2.0,1.0,0.0,0.0,0.0,0.0,0,3239928
8.0,8.0,0.0,0.0,2,0.0,0.0,4.0,6.0,0.0,114.95,1.0,16,226.0,38.0,0.5436524207538244,0.0,0.0,490.0,1.0,1,1.0,1.0,2332075,5.0,1.0,0.0,0.0,0.0,0.0,0,3106707
3.0,3.0,0.0,222.0,2,50.0,50.0,3.0,4.0,0.0,201.0,1.0,16,226.0,11.0,0.5436524207538244,3.0,1.0,512.0,1.0,1,0.0,0.0,15611406,1.0,1.0,0.0,0.0,0.0,0.0,0,3570703
1.0,2.0,0.0,0.0,2,0.0,25.0,1.0,1.0,1.0,25.0,0.579823981542689,53,226.0,1.0,0.5436524207538244,0.0,0.0,361.0,2.0,0,0.40372267034599874,0.8435310974315432,1980139,1.0,1.0,0.0,0.0,0.0,0.0,0,3084728
1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,50.0,0.579823981542689,53,102.0,1.0,0.5436524207538244,0.0,0.0,170.0,1.0,0,0.40372267034599874,0.8435310974315432,13352800,1.0,1.0,0.0,0.0,0.0,0.0,0,3496438
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,18.126,0.0,19,224.0,1.0,0.0,0.0,0.0,408.0,1.0,0,0.0,1.0,6704199,1.0,1.0,0.0,1.0,0.0,0.0,0,3262437
3.0,3.0,0.0,205.47000122070312,2,0.0,0.0,1.0,1.0,0.0,54.5,0.0,53,226.0,24.0,1.0,1.0,0.0,321.0,1.0,0,1.0,1.0,14324720,5.0,3.0,0.0,0.0,0.0,0.0,0,3529983
1.0,2.0,0.0,226.0,2,0.0,0.0,1.0,1.0,0.0,105.0,0.0,23,166.0,33.0,1.0,1.0,0.0,559.0,1.0,0,0.0,1.0,9664800,2.0,1.0,0.0,1.0,0.0,0.0,0,3372580
0.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,36.5,1.0,16,166.0,0.0,1.0,0.0,0.0,467.0,1.0,0,0.0,1.0,2498463,1.0,1.0,0.0,0.0,0.0,0.0,0,3113243
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,117.0,1.0,16,226.0,1.0,1.0,0.0,0.0,321.0,1.0,0,0.0,1.0,8102601,1.0,1.0,0.0,0.0,0.0,0.0,0,3316068
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,15.916,0.0,16,226.0,1.0,0.0,0.0,0.0,103.0,1.0,0,0.0,1.0,4308466,1.0,1.0,0.0,1.0,0.0,0.0,0,3178981
2.0,2.0,0.0,0.0,2,0.0,0.0,1.0,1.0,0.0,49.0,0.0,16,202.0,12.0,0.5436524207538244,0.0,0.0,194.0,1.0,0,0.0,1.0,3095257,2.0,1.0,0.0,0.0,0.0,0.0,0,3137135
3.0,3.0,0.0,16.313400268554688,2,16.313400268554688,0.0,2.0,1.0,0.0,16.313,0.0,16,224.0,3.0,0.5436524207538244,1.0,1.0,408.0,1.0,0,0.40372267034599874,0.8435310974315432,8779008,8.0,1.0,0.0,2.0,0.0,0.0,0,3341611
1082.0,3548.0,0.0,0.0,2,0.0,0.0,2391.0,1683.0,0.0,100.7,0.0,16,138.0,2233.0,0.0,0.0,0.0,204.0,1.0,0,0.0,1.0,1218377,3903.0,1.0,0.0,2391.0,0.0,0.0,0,3039209
2.0,2.0,0.0,0.0,2,0.0,0.0,1.0,3.0,0.0,159.95,1.0,16,226.0,11.0,0.0,0.0,0.0,315.0,1.0,0,1.0,1.0,13106087,2.0,1.0,0.0,0.0,0.0,0.0,0,3486683
1.0,1.0,0.0,103.97000122070312,2,0.0,0.0,1.0,1.0,1.0,67.95,1.0,53,224.0,7.0,1.0,1.0,0.0,314.0,1.0,0,0.0,1.0,15004133,2.0,1.0,0.0,0.0,45.95000076293945,0.0,0,3552725
98.0,155.0,0.0,209.9499969482422,1,0.0,0.0,132.0,128.0,0.0,365.0,1.0,53,226.0,478.0,1.0,1.0,0.0,414.0,1.0,0,0.0,1.0,14426278,160.0,1.0,0.0,0.0,0.0,0.0,0,3533751
3.0,3.0,0.0,0.0,2,0.0,0.0,3.0,2.0,1.0,35.95,1.0,53,126.0,8.0,1.0,0.0,0.0,476.0,1.0,1,1.0,1.0,15292231,3.0,1.0,0.0,0.0,82.94999694824219,0.0,0,3562793
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,0.0,24.5,1.0,16,226.0,6.0,1.0,0.0,0.0,321.0,1.0,0,0.0,1.0,1287210,2.0,1.0,0.0,0.0,0.0,0.0,0,3042326
3.0,3.0,0.0,0.0,2,0.0,0.0,2.0,2.0,0.0,159.95,0.0,16,226.0,23.0,0.5436524207538244,0.0,0.0,555.0,1.0,0,1.0,1.0,11971176,2.0,1.0,0.0,0.0,0.0,0.0,0,3451756
4.0,4.0,0.0,0.0,2,0.0,0.0,1.0,2.0,1.0,31.95,1.0,16,166.0,4.0,0.0,0.0,0.0,111.0,1.0,0,1.0,1.0,14779054,3.0,1.0,0.0,0.0,0.0,0.0,0,3545628
3.0,3.0,0.0,0.0,2,0.0,0.0,1.0,0.0,1.0,57.95,1.0,16,224.0,6.0,0.5436524207538244,0.0,0.0,369.0,1.0,1,1.0,0.0,1251657,1.0,1.0,0.0,0.0,0.0,0.0,0,3039876
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,68.211,0.0,16,138.0,1.0,0.0,0.0,0.0,296.0,1.0,0,0.0,1.0,1470948,1.0,1.0,0.0,1.0,0.0,0.0,0,3052604
2.0,2.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,34.0,1.0,16,224.0,2.0,1.0,0.0,0.0,111.0,1.0,1,0.0,1.0,13019213,1.0,1.0,0.0,0.0,0.0,0.0,0,3483862
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,2.0,1.0,57.95,1.0,2,117.0,2.0,1.0,0.0,0.0,310.0,1.0,0,1.0,1.0,7922024,1.0,1.0,0.0,0.0,57.95000076293945,0.0,0,3305005
2.0,2.0,0.0,35.95000076293945,2,35.95000076293945,35.95000076293945,2.0,3.0,2.0,77.95,1.0,16,226.0,3.0,1.0,1.0,1.0,332.0,1.0,1,1.0,2.0,4590007,2.0,1.0,0.0,0.0,35.95000076293945,0.0,0,3188638
7.0,10.0,25.95000076293945,25.95000076293945,2,25.95000076293945,25.95000076293945,6.0,5.0,2.0,25.95,1.0,1,226.0,28.0,1.0,1.0,1.0,321.0,1.0,0,1.0,0.0,3462353,8.0,1.0,1.0,0.0,0.0,0.0,0,3150732
1.0,1.0,0.0,49.0,2,49.0,49.0,1.0,3.0,0.0,49.5,1.0,16,166.0,3.0,0.5436524207538244,1.0,1.0,174.0,1.0,0,0.0,1.0,2126847,1.0,1.0,0.0,0.0,0.0,0.0,0,3093544
1.0,1.0,0.0,89.0,2,89.0,89.0,1.0,1.0,3.0,44.5,2.0,2,226.0,2.0,2.0,2.0,2.0,298.0,1.0,1,0.0,1.0,14229153,1.0,1.0,0.0,0.0,44.5,0.0,0,3526469
0.0,3.0,0.0,0.0,1,0.0,0.0,4.0,3.0,1.0,100.0,0.579823981542689,16,219.0,0.0,0.5436524207538244,0.0,0.0,514.0,2.0,0,0.40372267034599874,0.8435310974315432,5518581,3.0,1.0,0.0,0.0,0.0,-17.0,0,3220086
1.0,2.0,0.0,350.0,2,0.0,0.0,1.0,1.0,0.0,75.0,1.0,16,226.0,6.0,1.0,2.0,0.0,321.0,1.0,0,0.0,1.0,131967,3.0,1.0,0.0,0.0,0.0,0.0,0,2988358
1.0,3.0,0.0,0.0,1,0.0,0.0,1.0,3.0,1.0,450.0,0.579823981542689,16,195.0,1.0,0.5436524207538244,0.0,0.0,170.0,1.0,0,0.40372267034599874,0.8435310974315432,137879,3.0,1.0,0.0,0.0,0.0,-34.0,1,2988702
1.0,2.0,43.38159942626953,43.38159942626953,1,43.38159942626953,0.0,2.0,1.0,2.0,43.382,0.0,16,226.0,1.0,0.0,1.0,1.0,545.0,2.0,0,0.0,1.0,7012784,3.0,1.0,1.0,2.0,0.0,0.0,0,3273027
1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,50.0,0.579823981542689,1,102.0,1.0,0.5436524207538244,0.0,0.0,170.0,1.0,0,0.40372267034599874,0.8435310974315432,502485,1.0,1.0,0.0,0.0,0.0,-6.0,0,3005912
6.0,6.0,47.95000076293945,191.8000030517578,2,95.9000015258789,95.9000015258789,4.0,3.0,2.0,47.95,0.0,19,226.0,49.0,0.0,4.0,2.0,321.0,1.0,0,1.0,1.0,4147433,6.0,1.0,1.0,0.0,47.95000076293945,0.0,0,3173589
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,0.0,33.95,0.0,16,117.0,2.0,1.0,0.0,0.0,393.0,1.0,0,1.0,1.0,12700605,1.0,1.0,0.0,0.0,0.0,0.0,0,3474820
66.0,77.0,0.0,0.0,2,0.0,0.0,53.0,56.0,1.0,29.95,0.0,16,166.0,488.0,0.0,0.0,0.0,360.0,1.0,0,1.0,1.0,3873214,67.0,1.0,0.0,0.0,0.0,0.0,0,3164638
1.0,2.0,0.0,0.0,1,0.0,143.0,1.0,2.0,1.0,143.0,1.0,16,226.0,1.0,1.0,0.0,0.0,362.9048918339505,1.0,1,0.0,2.0,4294842,1.0,2.0,0.0,0.0,0.0,0.0,0,3178151
2.0,2.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,57.95,0.0,16,226.0,2.0,1.0,0.0,0.0,111.0,1.0,0,1.0,1.0,4827857,1.0,1.0,0.0,0.0,0.0,0.0,0,3196081
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,0.0,311.95,0.0,16,226.0,30.0,0.0,0.0,0.0,512.0,1.0,1,1.0,1.0,5425768,1.0,1.0,0.0,0.0,0.0,0.0,0,3215880
1.0,1.0,1879.0,597.5,2,186.0,186.0,1.0,1.0,3.0,49.0,1.0,16,202.0,5.0,1.0,10.0,4.0,199.0,1.0,0,0.0,1.0,4640809,2.0,1.0,20.0,0.0,157.5,0.0,0,3189590
1.0,1.0,0.0,865.0,2,0.0,0.0,1.0,1.0,0.0,519.0,1.0,16,226.0,5.0,1.0,2.0,0.0,111.0,1.0,0,0.0,1.0,4642360,1.0,1.0,0.0,0.0,0.0,0.0,0,3189668
109.0,150.0,0.0,0.0,2,0.0,0.0,128.0,107.0,1.0,107.95,0.0,16,226.0,416.0,0.5436524207538244,0.0,0.0,508.0,1.0,0,1.0,0.0,2596877,161.0,1.0,0.0,0.0,0.0,0.0,0,3118323
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,0.0,445.0,1.0,53,224.0,5.0,1.0,0.0,0.0,512.0,1.0,0,0.0,1.0,10838795,3.0,1.0,0.0,0.0,0.0,0.0,0,3415557
1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,150.0,0.579823981542689,58,226.0,1.0,0.5436524207538244,0.0,0.0,321.0,1.0,0,0.40372267034599874,0.8435310974315432,721017,1.0,1.0,0.0,0.0,0.0,-12.0,0,3015549
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,29.5,0.0,16,166.0,1.0,0.0,0.0,0.0,449.0,1.0,1,0.0,1.0,3450519,1.0,1.0,0.0,0.0,0.0,0.0,0,3150003
2.0,3.0,0.0,0.0,2,0.0,0.0,3.0,2.0,1.0,34.0,0.0,16,226.0,3.0,1.0,0.0,0.0,100.0,1.0,0,0.0,1.0,7317300,4.0,1.0,0.0,0.0,0.0,0.0,0,3282848
1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,500.0,0.579823981542689,16,146.0,1.0,0.5436524207538244,0.0,0.0,399.0,1.0,0,0.40372267034599874,0.8435310974315432,2134835,1.0,1.0,0.0,0.0,0.0,-1.0,0,3094331
109.0,133.0,0.0,445.0,1,0.0,0.0,103.0,91.0,0.0,884.0,0.0,2,226.0,573.0,0.0,1.0,0.0,583.0,1.0,1,1.0,1.0,4651804,132.0,1.0,0.0,0.0,0.0,0.0,0,3190241
2.0,2.0,0.0,0.0,1,0.0,0.0,2.0,1.0,1.0,150.0,0.579823981542689,9,226.0,2.0,0.0,0.0,0.0,170.0,1.0,0,0.0,1.0,2568598,1.0,1.0,0.0,0.0,0.0,0.0,0,3115967
1.0,11.0,0.0,0.0,1,0.0,0.0,2.0,1.0,1.0,38.414,0.0,16,137.0,1.0,0.0,0.0,0.0,177.0,6.0,0,0.0,1.0,15802102,4.0,6.0,0.0,2.0,0.0,0.0,1,3577103
11.0,12.0,0.0,265.0,2,0.0,0.0,8.0,8.0,0.0,29.0,1.0,16,224.0,128.0,1.0,2.0,0.0,225.0,1.0,0,0.0,1.0,8892448,11.0,1.0,0.0,0.0,0.0,0.0,0,3345929
1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,82.99,1.0,16,102.0,1.0,1.0,0.0,0.0,170.0,1.0,1,0.0,1.0,9764034,1.0,1.0,0.0,0.0,0.0,0.0,0,3376568
2.0,2.0,0.0,41.95000076293945,2,0.0,0.0,2.0,3.0,0.0,51.95,1.0,2,226.0,53.0,0.0,1.0,0.0,111.0,1.0,1,1.0,1.0,11122309,2.0,1.0,0.0,0.0,0.0,0.0,0,3425859
2.0,2.0,0.0,0.0,2,0.0,0.0,2.0,3.0,0.0,374.45,1.0,16,224.0,3.0,0.0,0.0,0.0,314.0,1.0,0,1.0,1.0,2776661,2.0,1.0,0.0,0.0,0.0,0.0,0,3124745
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,0.0,100.0,0.579823981542689,1,226.0,2.0,0.5436524207538244,0.0,0.0,158.0,1.0,0,0.40372267034599874,0.8435310974315432,4982469,1.0,1.0,0.0,0.0,0.0,-5.0,0,3200769
2.0,2.0,0.0,0.0,2,0.0,0.0,2.0,2.0,0.0,82.95,0.0,53,126.0,25.0,0.0,0.0,0.0,360.0,1.0,1,1.0,1.0,12176652,5.0,1.0,0.0,0.0,0.0,0.0,0,3458705
119.0,138.0,0.0,0.0,2,0.0,0.0,93.0,100.0,0.0,57.95,0.0,16,226.0,578.0,0.0,0.0,0.0,361.0,1.0,0,1.0,1.0,10033384,118.0,1.0,0.0,0.0,0.0,0.0,0,3385439
0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,87.0,0.0,16,102.0,0.0,0.5436524207538244,0.0,0.0,494.0,1.0,1,0.40372267034599874,0.8435310974315432,7968783,1.0,1.0,0.0,0.0,0.0,0.0,0,3307805
1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,47.128,0.0,16,226.0,1.0,0.0,0.0,0.0,123.0,1.0,0,0.0,1.0,9512488,1.0,1.0,0.0,1.0,0.0,0.0,0,3367582
2.0,2.0,0.0,0.0,2,0.0,0.0,1.0,1.0,0.0,29.0,1.0,16,226.0,19.0,1.0,0.0,0.0,111.0,1.0,0,0.0,1.0,6314756,2.0,1.0,0.0,0.0,0.0,0.0,0,3249775
4.0,5.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0.0,107.95,1.0,16,117.0,19.0,0.5436524207538244,0.0,0.0,452.0,1.0,1,1.0,0.0,3384064,2.0,2.0,0.0,0.0,0.0,0.0,0,3147971
1.0,2.0,0.0,700.2999877929688,1,700.2999877929688,0.0,0.0,0.0,2.0,700.3,0.0,16,226.0,1.0,0.5436524207538244,1.0,1.0,583.0,1.0,0,0.40372267034599874,0.8435310974315432,3531687,1.0,1.0,0.0,0.0,0.0,0.0,0,3152656
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,30.95,0.0,16,224.0,1.0,0.0,0.0,0.0,111.0,1.0,0,1.0,1.0,423955,1.0,1.0,0.0,0.0,0.0,0.0,0,3002513
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,50.0,1.0,53,226.0,1.0,1.0,0.0,0.0,548.0,1.0,1,0.0,1.0,8901173,1.0,1.0,0.0,0.0,0.0,0.0,0,3346523
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,35.0,0.579823981542689,2,226.0,1.0,0.5436524207538244,0.0,0.0,219.0,1.0,0,0.40372267034599874,0.8435310974315432,1960020,1.0,1.0,0.0,0.0,0.0,-8.0,0,3081847
9.0,9.0,2114.0,917.0,2,235.0,235.0,4.0,5.0,1.0,117.0,1.0,16,117.0,62.0,0.5436524207538244,7.0,3.0,225.0,1.0,0,0.0,0.0,1774818,4.0,1.0,14.0,0.0,226.0,0.0,0,3069112
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,60.681,0.0,1,226.0,1.0,0.0,0.0,0.0,103.0,1.0,0,0.0,1.0,7854711,1.0,1.0,0.0,1.0,0.0,0.0,0,3302444
2.0,2.0,0.0,0.0,2,0.0,0.0,3.0,0.0,0.0,67.95,1.0,16,226.0,5.0,0.5436524207538244,0.0,0.0,555.0,1.0,0,1.0,0.0,13001790,2.0,1.0,0.0,0.0,0.0,0.0,0,3483448
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,335.0,1.0,53,226.0,1.0,1.0,0.0,0.0,321.0,1.0,0,0.0,1.0,8030110,1.0,1.0,0.0,0.0,0.0,0.0,0,3312800
0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,136.066,0.0,21,137.0,0.0,0.0,0.0,0.0,177.0,1.0,0,0.0,1.0,9479459,1.0,1.0,0.0,1.0,0.0,0.0,0,3365556
2.0,3.0,0.0,0.0,2,0.0,0.0,1.0,1.0,0.0,77.95,1.0,53,226.0,7.0,1.0,0.0,0.0,100.0,1.0,0,1.0,1.0,15548831,1.0,1.0,0.0,0.0,0.0,0.0,0,3569296
6.0,10.0,0.0,0.0,2,0.0,0.0,8.0,4.0,0.0,35.95,0.0,16,226.0,29.0,0.5436524207538244,0.0,0.0,507.0,1.0,1,1.0,0.0,1134990,9.0,1.0,0.0,0.0,0.0,0.0,0,3035170
2.0,2.0,0.0,0.0,2,0.0,0.0,1.0,1.0,0.0,484.88,1.0,19,226.0,2.0,1.0,0.0,0.0,111.0,1.0,1,1.0,1.0,4884493,2.0,2.0,0.0,0.0,0.0,0.0,0,3197585
4.0,4.0,246.5135040283203,233.5836944580078,1,109.4810028076172,0.0,5.0,4.0,0.0,55.345,0.0,16,195.0,26.0,0.0,5.0,2.0,545.0,1.0,0,0.0,1.0,9915697,83.0,1.0,6.0,5.0,0.0,-12.0,0,3381449
2.0,3.0,0.0,0.0,2,0.0,0.0,3.0,2.0,0.0,29.0,1.0,53,226.0,71.0,1.0,0.0,0.0,465.0,1.0,1,0.0,1.0,15784983,4.0,1.0,0.0,1.0,0.0,0.0,0,3576236
2.0,3.0,0.0,1691.0,2,0.0,0.0,4.0,2.0,0.0,59.0,0.0,54,226.0,23.0,0.0,18.0,0.0,490.0,1.0,0,0.40372267034599874,0.8435310974315432,11335523,3.0,1.0,0.0,0.0,0.0,0.0,0,3432787
1.0,1.0,0.0,0.0,2,0.0,0.0,2.0,2.0,0.0,25.95,0.0,16,226.0,3.0,0.5436524207538244,0.0,0.0,361.0,1.0,0,1.0,0.0,2121446,2.0,1.0,0.0,0.0,0.0,0.0,0,3093252
84.0,92.0,0.0,107.9499969482422,2,107.9499969482422,107.9499969482422,56.0,64.0,0.0,107.95,1.0,53,226.0,492.0,1.0,1.0,1.0,321.0,1.0,0,1.0,1.0,15114626,76.0,1.0,0.0,0.0,0.0,0.0,0,3556848
1.0,2.0,171.0,585.989990234375,1,0.0,0.0,2.0,2.0,1.0,171.0,1.0,2,226.0,2.0,1.0,4.0,0.0,371.0,1.0,0,0.0,1.0,3714518,2.0,1.0,1.0,0.0,0.0,0.0,0,3159079
9.0,9.0,0.0,0.0,2,0.0,0.0,8.0,12.0,1.0,25.95,1.0,16,226.0,23.0,1.0,0.0,0.0,321.0,1.0,0,1.0,1.0,12447615,9.0,1.0,0.0,0.0,0.0,0.0,0,3466715
2.0,2.0,0.0,0.0,2,0.0,0.0,3.0,3.0,0.0,47.95,0.0,16,166.0,11.0,0.0,0.0,0.0,194.0,1.0,0,1.0,0.0,10437485,3.0,1.0,0.0,0.0,0.0,0.0,0,3400338
3.0,3.0,0.0,0.0,2,0.0,0.0,2.0,3.0,0.0,57.95,1.0,16,226.0,28.0,0.0,0.0,0.0,490.0,1.0,1,1.0,1.0,11387443,3.0,1.0,0.0,0.0,0.0,0.0,0,3434090
158.0,201.0,208.9499969482422,468.8500061035156,2,417.8999938964844,417.8999938964844,132.0,133.0,1.0,208.95,1.0,16,166.0,524.0,1.0,3.0,2.0,490.0,1.0,0,1.0,1.0,10719131,158.0,1.0,1.0,0.0,50.95000076293945,0.0,0,3410831
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,67.95,1.0,16,226.0,1.0,1.0,0.0,0.0,321.0,1.0,1,1.0,1.0,12447316,1.0,1.0,0.0,0.0,0.0,0.0,0,3466704
4.0,4.0,0.0,0.0,2,0.0,0.0,2.0,2.0,1.0,9.97,1.0,16,226.0,14.0,0.5436524207538244,0.0,0.0,490.0,1.0,0,1.0,1.0,3548796,3.0,1.0,0.0,0.0,25.95000076293945,0.0,0,3153620
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,78.5,1.0,53,226.0,1.0,0.0,0.0,0.0,321.0,1.0,0,1.0,1.0,8191377,1.0,1.0,0.0,0.0,0.0,0.0,0,3319619
1.0,1.0,390.0,390.0,2,390.0,390.0,1.0,1.0,2.0,370.0,1.0,16,202.0,1.0,0.0,1.0,1.0,194.0,1.0,0,0.0,1.0,3434203,1.0,1.0,1.0,0.0,0.0,0.0,0,3149062
0.0,2.0,350.0,350.0,1,350.0,0.0,2.0,2.0,2.0,250.0,0.579823981542689,53,226.0,0.0,0.5436524207538244,1.0,1.0,170.0,1.0,0,0.40372267034599874,0.8435310974315432,4335554,3.0,1.0,1.0,0.0,0.0,-5.0,1,3180345
0.0,2.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,35.406,0.0,16,224.0,0.0,0.0,0.0,0.0,375.0,2.0,0,0.0,1.0,7145329,2.0,2.0,0.0,1.0,0.0,0.0,0,3276790
0.0,1.0,59.0,59.0,2,59.0,0.0,2.0,2.0,2.0,59.0,1.0,53,166.0,0.0,1.0,1.0,1.0,194.0,1.0,0,0.0,1.0,5700934,2.0,1.0,1.0,0.0,0.0,0.0,0,3228304
5.0,5.0,75982.0,65344.0,1,39438.0,39438.0,5.0,0.0,1.0,105.0,0.0,16,102.0,61.0,0.5436524207538244,605.0,353.0,481.0,1.0,0,0.40372267034599874,0.8435310974315432,14832019,3.0,1.0,724.0,0.0,100.0,0.0,0,3546690
3.0,8.0,619.9000244140625,70.0,2,50.0,50.0,3.0,6.0,4.0,38.97,1.0,16,226.0,9.0,1.0,2.0,1.0,490.0,1.0,1,1.0,1.0,1133636,7.0,1.0,3.0,0.0,200.0,0.0,0,3035098
5.0,5.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0.0,48.95,1.0,16,226.0,22.0,1.0,0.0,0.0,321.0,1.0,0,1.0,1.0,9157486,4.0,1.0,0.0,0.0,0.0,0.0,0,3355591
4.0,4.0,0.0,159.9499969482422,2,159.9499969482422,159.9499969482422,2.0,1.0,2.0,159.95,1.0,16,224.0,5.0,0.0,1.0,1.0,225.0,1.0,0,1.0,1.0,7767295,2.0,1.0,0.0,0.0,0.0,0.0,0,3299054
1.0,1.0,209.9499969482422,209.9499969482422,2,209.9499969482422,209.9499969482422,1.0,1.0,1.0,209.95,1.0,16,226.0,1.0,1.0,1.0,1.0,321.0,1.0,0,1.0,1.0,7420198,1.0,1.0,1.0,0.0,97.9499969482422,0.0,0,3287380
1.0,2.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,77.0,1.0,16,224.0,1.0,1.0,0.0,0.0,211.0,1.0,0,0.0,1.0,7867389,2.0,1.0,0.0,0.0,0.0,0.0,0,3303220
2.0,2.0,0.0,27.96999931335449,2,0.0,0.0,2.0,4.0,0.0,17.97,0.0,29,226.0,18.0,0.0,1.0,0.0,170.0,1.0,0,1.0,1.0,13881161,3.0,1.0,0.0,0.0,0.0,0.0,0,3514452
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,1284.95,1.0,16,226.0,1.0,1.0,0.0,0.0,216.0,1.0,1,1.0,1.0,8285398,1.0,1.0,0.0,0.0,0.0,0.0,0,3323740
2.0,4.0,335.0,670.0,2,0.0,0.0,2.0,2.0,2.0,92.0,1.0,16,117.0,3.0,1.0,2.0,0.0,555.0,1.0,0,0.0,1.0,10504580,1.0,1.0,1.0,0.0,335.0,0.0,0,3402496
3.0,3.0,69.0,0.0,2,0.0,0.0,3.0,4.0,0.0,206.0,1.0,53,166.0,20.0,0.0,0.0,0.0,268.0,1.0,1,0.0,1.0,6306976,6.0,1.0,1.0,0.0,0.0,0.0,0,3249415
2.0,2.0,0.0,117.0,2,117.0,117.0,1.0,2.0,0.0,117.0,1.0,3,224.0,4.0,1.0,1.0,1.0,543.0,1.0,1,0.0,1.0,13370225,1.0,1.0,0.0,0.0,0.0,0.0,0,3497511
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,0.0,1.0,57.95,0.0,16,226.0,1.0,0.5436524207538244,0.0,0.0,215.0,1.0,1,1.0,0.0,6999910,1.0,1.0,0.0,0.0,0.0,0.0,0,3272519
2.0,2.0,0.0,0.0,2,0.0,0.0,1.0,2.0,0.0,303.95,1.0,53,226.0,15.0,0.0,0.0,0.0,490.0,1.0,0,1.0,1.0,12727394,2.0,1.0,0.0,0.0,0.0,0.0,0,3475455
2.0,2.0,0.0,0.0,2,0.0,0.0,1.0,4.0,0.0,97.0,1.0,53,166.0,30.0,1.0,0.0,0.0,194.0,1.0,1,0.0,1.0,6588305,1.0,1.0,0.0,0.0,0.0,0.0,0,3258796
